,time,bettype,target,line,decimalodds
770,2023-04-29 02:17:22.809760,Total,Over,-120,1.83333334
771,2023-04-29 02:17:22.809760,Total,Under,+100,2.0
772,2023-04-29 02:17:22.809760,Moneyline,FLA Panthers,+195,2.95
773,2023-04-29 02:17:22.809760,Moneyline,BOS Bruins,-230,1.43478261
774,2023-04-29 02:17:22.809760,Puck Line,SEA Kraken,-135,1.74074075
775,2023-04-29 02:17:22.809760,Puck Line,COL Avalanche,+115,2.15
776,2023-04-29 02:17:22.809760,Total,Over,+100,2.0
777,2023-04-29 02:17:22.809760,Total,Under,-120,1.83333334
778,2023-04-29 02:17:22.809760,Moneyline,SEA Kraken,+180,2.8
779,2023-04-29 02:17:22.809760,Moneyline,COL Avalanche,-210,1.47619048
780,2023-04-29 02:18:21.183484,Puck Line,NJ Devils,-230,1.43478261
781,2023-04-29 02:18:21.183484,Puck Line,NY Rangers,+195,2.95
782,2023-04-29 02:18:21.183484,Total,Over,+100,2.0
783,2023-04-29 02:18:21.183484,Total,Under,-120,1.83333334
784,2023-04-29 02:18:21.183484,Moneyline,NJ Devils,+105,2.05
785,2023-04-29 02:18:21.183484,Moneyline,NY Rangers,-125,1.8
786,2023-04-29 02:18:21.183484,Puck Line,TOR Maple Leafs,-260,1.38461539
787,2023-04-29 02:18:21.183484,Puck Line,TB Lightning,+220,3.2
788,2023-04-29 02:18:21.183484,Total,Over,-110,1.90909091
789,2023-04-29 02:18:21.183484,Total,Under,-110,1.90909091
790,2023-04-29 02:18:21.183484,Moneyline,TOR Maple Leafs,-110,1.90909091
791,2023-04-29 02:18:21.183484,Moneyline,TB Lightning,-110,1.90909091
792,2023-04-29 02:18:21.183484,Puck Line,EDM Oilers,+140,2.4
793,2023-04-29 02:18:21.183484,Puck Line,LA Kings,-165,1.60606061
794,2023-04-29 02:18:21.183484,Total,Over,-130,1.76923077
795,2023-04-29 02:18:21.183484,Total,Under,+110,2.1
796,2023-04-29 02:18:21.183484,Moneyline,EDM Oilers,-170,1.5882353
797,2023-04-29 02:18:21.183484,Moneyline,LA Kings,+145,2.45
798,2023-04-29 02:18:21.183484,Puck Line,FLA Panthers,-125,1.8
799,2023-04-29 02:18:21.183484,Puck Line,BOS Bruins,+105,2.05
800,2023-04-29 02:18:21.183484,Total,Over,-120,1.83333334
801,2023-04-29 02:18:21.183484,Total,Under,+100,2.0
802,2023-04-29 02:18:21.183484,Moneyline,FLA Panthers,+195,2.95
803,2023-04-29 02:18:21.183484,Moneyline,BOS Bruins,-230,1.43478261
804,2023-04-29 02:18:21.183484,Puck Line,SEA Kraken,-135,1.74074075
805,2023-04-29 02:18:21.183484,Puck Line,COL Avalanche,+115,2.15
806,2023-04-29 02:18:21.183484,Total,Over,+100,2.0
807,2023-04-29 02:18:21.183484,Total,Under,-120,1.83333334
808,2023-04-29 02:18:21.183484,Moneyline,SEA Kraken,+180,2.8
809,2023-04-29 02:18:21.183484,Moneyline,COL Avalanche,-210,1.47619048
810,2023-04-29 02:19:17.513256,Puck Line,NJ Devils,-230,1.43478261
811,2023-04-29 02:19:17.513256,Puck Line,NY Rangers,+195,2.95
812,2023-04-29 02:19:17.513256,Total,Over,+100,2.0
813,2023-04-29 02:19:17.513256,Total,Under,-120,1.83333334
814,2023-04-29 02:19:17.513256,Moneyline,NJ Devils,+105,2.05
815,2023-04-29 02:19:17.513256,Moneyline,NY Rangers,-125,1.8
816,2023-04-29 02:19:17.513256,Puck Line,TOR Maple Leafs,-260,1.38461539
817,2023-04-29 02:19:17.513256,Puck Line,TB Lightning,+220,3.2
818,2023-04-29 02:19:17.513256,Total,Over,-110,1.90909091
819,2023-04-29 02:19:17.513256,Total,Under,-110,1.90909091
820,2023-04-29 02:19:17.513256,Moneyline,TOR Maple Leafs,-110,1.90909091
821,2023-04-29 02:19:17.513256,Moneyline,TB Lightning,-110,1.90909091
822,2023-04-29 02:19:17.513256,Puck Line,EDM Oilers,+140,2.4
823,2023-04-29 02:19:17.513256,Puck Line,LA Kings,-165,1.60606061
824,2023-04-29 02:19:17.513256,Total,Over,-130,1.76923077
825,2023-04-29 02:19:17.513256,Total,Under,+110,2.1
826,2023-04-29 02:19:17.513256,Moneyline,EDM Oilers,-170,1.5882353
827,2023-04-29 02:19:17.513256,Moneyline,LA Kings,+145,2.45
828,2023-04-29 02:19:17.513256,Puck Line,FLA Panthers,-125,1.8
829,2023-04-29 02:19:17.513256,Puck Line,BOS Bruins,+105,2.05
830,2023-04-29 02:19:17.513256,Total,Over,-120,1.83333334
831,2023-04-29 02:19:17.513256,Total,Under,+100,2.0
832,2023-04-29 02:19:17.513256,Moneyline,FLA Panthers,+195,2.95
833,2023-04-29 02:19:17.513256,Moneyline,BOS Bruins,-230,1.43478261
834,2023-04-29 02:19:17.513256,Puck Line,SEA Kraken,-135,1.74074075
835,2023-04-29 02:19:17.513256,Puck Line,COL Avalanche,+115,2.15
836,2023-04-29 02:19:17.513256,Total,Over,+100,2.0
837,2023-04-29 02:19:17.513256,Total,Under,-120,1.83333334
838,2023-04-29 02:19:17.513256,Moneyline,SEA Kraken,+180,2.8
839,2023-04-29 02:19:17.513256,Moneyline,COL Avalanche,-210,1.47619048
840,2023-04-29 02:20:12.077484,Puck Line,NJ Devils,-230,1.43478261
841,2023-04-29 02:20:12.077484,Puck Line,NY Rangers,+195,2.95
842,2023-04-29 02:20:12.077484,Total,Over,+100,2.0
843,2023-04-29 02:20:12.077484,Total,Under,-120,1.83333334
844,2023-04-29 02:20:12.077484,Moneyline,NJ Devils,+105,2.05
845,2023-04-29 02:20:12.077484,Moneyline,NY Rangers,-125,1.8
846,2023-04-29 02:20:12.077484,Puck Line,TOR Maple Leafs,-260,1.38461539
847,2023-04-29 02:20:12.077484,Puck Line,TB Lightning,+220,3.2
848,2023-04-29 02:20:12.077484,Total,Over,-110,1.90909091
849,2023-04-29 02:20:12.077484,Total,Under,-110,1.90909091
850,2023-04-29 02:20:12.077484,Moneyline,TOR Maple Leafs,-110,1.90909091
851,2023-04-29 02:20:12.077484,Moneyline,TB Lightning,-110,1.90909091
852,2023-04-29 02:20:12.077484,Puck Line,EDM Oilers,+140,2.4
853,2023-04-29 02:20:12.077484,Puck Line,LA Kings,-165,1.60606061
854,2023-04-29 02:20:12.077484,Total,Over,-130,1.76923077
855,2023-04-29 02:20:12.077484,Total,Under,+110,2.1
856,2023-04-29 02:20:12.077484,Moneyline,EDM Oilers,-170,1.5882353
857,2023-04-29 02:20:12.077484,Moneyline,LA Kings,+145,2.45
858,2023-04-29 02:20:12.077484,Puck Line,FLA Panthers,-125,1.8
859,2023-04-29 02:20:12.077484,Puck Line,BOS Bruins,+105,2.05
860,2023-04-29 02:20:12.077484,Total,Over,-120,1.83333334
861,2023-04-29 02:20:12.077484,Total,Under,+100,2.0
862,2023-04-29 02:20:12.077484,Moneyline,FLA Panthers,+195,2.95
863,2023-04-29 02:20:12.077484,Moneyline,BOS Bruins,-230,1.43478261
864,2023-04-29 02:20:12.077484,Puck Line,SEA Kraken,-135,1.74074075
865,2023-04-29 02:20:12.077484,Puck Line,COL Avalanche,+115,2.15
866,2023-04-29 02:20:12.077484,Total,Over,+100,2.0
867,2023-04-29 02:20:12.077484,Total,Under,-120,1.83333334
868,2023-04-29 02:20:12.077484,Moneyline,SEA Kraken,+180,2.8
869,2023-04-29 02:20:12.077484,Moneyline,COL Avalanche,-210,1.47619048
870,2023-04-29 02:21:00.626902,Puck Line,NJ Devils,-230,1.43478261
871,2023-04-29 02:21:00.626902,Puck Line,NY Rangers,+195,2.95
872,2023-04-29 02:21:00.626902,Total,Over,+100,2.0
873,2023-04-29 02:21:00.626902,Total,Under,-120,1.83333334
874,2023-04-29 02:21:00.626902,Moneyline,NJ Devils,+105,2.05
875,2023-04-29 02:21:00.626902,Moneyline,NY Rangers,-125,1.8
876,2023-04-29 02:21:00.626902,Puck Line,TOR Maple Leafs,-260,1.38461539
877,2023-04-29 02:21:00.626902,Puck Line,TB Lightning,+220,3.2
878,2023-04-29 02:21:00.626902,Total,Over,-110,1.90909091
879,2023-04-29 02:21:00.626902,Total,Under,-110,1.90909091
880,2023-04-29 02:21:00.626902,Moneyline,TOR Maple Leafs,-110,1.90909091
881,2023-04-29 02:21:00.626902,Moneyline,TB Lightning,-110,1.90909091
882,2023-04-29 02:21:00.626902,Puck Line,EDM Oilers,+140,2.4
883,2023-04-29 02:21:00.626902,Puck Line,LA Kings,-165,1.60606061
884,2023-04-29 02:21:00.626902,Total,Over,-130,1.76923077
885,2023-04-29 02:21:00.626902,Total,Under,+110,2.1
886,2023-04-29 02:21:00.626902,Moneyline,EDM Oilers,-170,1.5882353
887,2023-04-29 02:21:00.626902,Moneyline,LA Kings,+145,2.45
888,2023-04-29 02:21:00.626902,Puck Line,FLA Panthers,-125,1.8
889,2023-04-29 02:21:00.626902,Puck Line,BOS Bruins,+105,2.05
890,2023-04-29 02:21:00.626902,Total,Over,-120,1.83333334
891,2023-04-29 02:21:00.626902,Total,Under,+100,2.0
892,2023-04-29 02:21:00.626902,Moneyline,FLA Panthers,+195,2.95
893,2023-04-29 02:21:00.626902,Moneyline,BOS Bruins,-230,1.43478261
894,2023-04-29 02:21:00.626902,Puck Line,SEA Kraken,-135,1.74074075
895,2023-04-29 02:21:00.626902,Puck Line,COL Avalanche,+115,2.15
896,2023-04-29 02:21:00.626902,Total,Over,+100,2.0
897,2023-04-29 02:21:00.626902,Total,Under,-120,1.83333334
898,2023-04-29 02:21:00.626902,Moneyline,SEA Kraken,+180,2.8
899,2023-04-29 02:21:00.626902,Moneyline,COL Avalanche,-210,1.47619048
900,2023-04-29 02:21:56.941464,Puck Line,NJ Devils,-230,1.43478261
901,2023-04-29 02:21:56.941464,Puck Line,NY Rangers,+195,2.95
902,2023-04-29 02:21:56.941464,Total,Over,+100,2.0
903,2023-04-29 02:21:56.941464,Total,Under,-120,1.83333334
904,2023-04-29 02:21:56.941464,Moneyline,NJ Devils,+105,2.05
905,2023-04-29 02:21:56.941464,Moneyline,NY Rangers,-125,1.8
906,2023-04-29 02:21:56.941464,Puck Line,TOR Maple Leafs,-260,1.38461539
907,2023-04-29 02:21:56.941464,Puck Line,TB Lightning,+220,3.2
908,2023-04-29 02:21:56.941464,Total,Over,-110,1.90909091
909,2023-04-29 02:21:56.941464,Total,Under,-110,1.90909091
910,2023-04-29 02:21:56.941464,Moneyline,TOR Maple Leafs,-110,1.90909091
911,2023-04-29 02:21:56.941464,Moneyline,TB Lightning,-110,1.90909091
912,2023-04-29 02:21:56.941464,Puck Line,EDM Oilers,+140,2.4
913,2023-04-29 02:21:56.941464,Puck Line,LA Kings,-165,1.60606061
914,2023-04-29 02:21:56.941464,Total,Over,-130,1.76923077
915,2023-04-29 02:21:56.941464,Total,Under,+110,2.1
916,2023-04-29 02:21:56.941464,Moneyline,EDM Oilers,-170,1.5882353
917,2023-04-29 02:21:56.941464,Moneyline,LA Kings,+145,2.45
918,2023-04-29 02:21:56.941464,Puck Line,FLA Panthers,-125,1.8
919,2023-04-29 02:21:56.941464,Puck Line,BOS Bruins,+105,2.05
920,2023-04-29 02:21:56.941464,Total,Over,-120,1.83333334
921,2023-04-29 02:21:56.941464,Total,Under,+100,2.0
922,2023-04-29 02:21:56.941464,Moneyline,FLA Panthers,+195,2.95
923,2023-04-29 02:21:56.941464,Moneyline,BOS Bruins,-230,1.43478261
924,2023-04-29 02:21:56.941464,Puck Line,SEA Kraken,-135,1.74074075
925,2023-04-29 02:21:56.941464,Puck Line,COL Avalanche,+115,2.15
926,2023-04-29 02:21:56.941464,Total,Over,+100,2.0
927,2023-04-29 02:21:56.941464,Total,Under,-120,1.83333334
928,2023-04-29 02:21:56.941464,Moneyline,SEA Kraken,+180,2.8
929,2023-04-29 02:21:56.941464,Moneyline,COL Avalanche,-210,1.47619048
930,2023-04-29 02:22:55.258276,Puck Line,NJ Devils,-230,1.43478261
931,2023-04-29 02:22:55.258276,Puck Line,NY Rangers,+195,2.95
932,2023-04-29 02:22:55.258276,Total,Over,+100,2.0
933,2023-04-29 02:22:55.258276,Total,Under,-120,1.83333334
934,2023-04-29 02:22:55.258276,Moneyline,NJ Devils,+105,2.05
935,2023-04-29 02:22:55.258276,Moneyline,NY Rangers,-125,1.8
936,2023-04-29 02:22:55.258276,Puck Line,TOR Maple Leafs,-260,1.38461539
937,2023-04-29 02:22:55.258276,Puck Line,TB Lightning,+220,3.2
938,2023-04-29 02:22:55.258276,Total,Over,-110,1.90909091
939,2023-04-29 02:22:55.258276,Total,Under,-110,1.90909091
940,2023-04-29 02:22:55.258276,Moneyline,TOR Maple Leafs,-110,1.90909091
941,2023-04-29 02:22:55.258276,Moneyline,TB Lightning,-110,1.90909091
942,2023-04-29 02:22:55.258276,Puck Line,EDM Oilers,+140,2.4
943,2023-04-29 02:22:55.258276,Puck Line,LA Kings,-165,1.60606061
944,2023-04-29 02:22:55.258276,Total,Over,-130,1.76923077
945,2023-04-29 02:22:55.258276,Total,Under,+110,2.1
946,2023-04-29 02:22:55.258276,Moneyline,EDM Oilers,-170,1.5882353
947,2023-04-29 02:22:55.258276,Moneyline,LA Kings,+145,2.45
948,2023-04-29 02:22:55.258276,Puck Line,FLA Panthers,-125,1.8
949,2023-04-29 02:22:55.258276,Puck Line,BOS Bruins,+105,2.05
950,2023-04-29 02:22:55.258276,Total,Over,-120,1.83333334
951,2023-04-29 02:22:55.258276,Total,Under,+100,2.0
952,2023-04-29 02:22:55.258276,Moneyline,FLA Panthers,+195,2.95
953,2023-04-29 02:22:55.258276,Moneyline,BOS Bruins,-230,1.43478261
954,2023-04-29 02:22:55.258276,Puck Line,SEA Kraken,-135,1.74074075
955,2023-04-29 02:22:55.258276,Puck Line,COL Avalanche,+115,2.15
956,2023-04-29 02:22:55.258276,Total,Over,+100,2.0
957,2023-04-29 02:22:55.258276,Total,Under,-120,1.83333334
958,2023-04-29 02:22:55.258276,Moneyline,SEA Kraken,+180,2.8
959,2023-04-29 02:22:55.258276,Moneyline,COL Avalanche,-210,1.47619048
960,2023-04-29 02:23:46.588349,Puck Line,NJ Devils,-230,1.43478261
961,2023-04-29 02:23:46.588349,Puck Line,NY Rangers,+195,2.95
962,2023-04-29 02:23:46.588349,Total,Over,+100,2.0
963,2023-04-29 02:23:46.588349,Total,Under,-120,1.83333334
964,2023-04-29 02:23:46.588349,Moneyline,NJ Devils,+105,2.05
965,2023-04-29 02:23:46.588349,Moneyline,NY Rangers,-125,1.8
966,2023-04-29 02:23:46.588349,Puck Line,TOR Maple Leafs,-260,1.38461539
967,2023-04-29 02:23:46.588349,Puck Line,TB Lightning,+220,3.2
968,2023-04-29 02:23:46.588349,Total,Over,-110,1.90909091
969,2023-04-29 02:23:46.588349,Total,Under,-110,1.90909091
970,2023-04-29 02:23:46.588349,Moneyline,TOR Maple Leafs,-110,1.90909091
971,2023-04-29 02:23:46.588349,Moneyline,TB Lightning,-110,1.90909091
972,2023-04-29 02:23:46.588349,Puck Line,EDM Oilers,+140,2.4
973,2023-04-29 02:23:46.588349,Puck Line,LA Kings,-165,1.60606061
974,2023-04-29 02:23:46.588349,Total,Over,-130,1.76923077
975,2023-04-29 02:23:46.588349,Total,Under,+110,2.1
976,2023-04-29 02:23:46.588349,Moneyline,EDM Oilers,-170,1.5882353
977,2023-04-29 02:23:46.588349,Moneyline,LA Kings,+145,2.45
978,2023-04-29 02:23:46.588349,Puck Line,FLA Panthers,-125,1.8
979,2023-04-29 02:23:46.588349,Puck Line,BOS Bruins,+105,2.05
980,2023-04-29 02:23:46.588349,Total,Over,-120,1.83333334
981,2023-04-29 02:23:46.588349,Total,Under,+100,2.0
982,2023-04-29 02:23:46.588349,Moneyline,FLA Panthers,+195,2.95
983,2023-04-29 02:23:46.588349,Moneyline,BOS Bruins,-230,1.43478261
984,2023-04-29 02:23:46.588349,Puck Line,SEA Kraken,-135,1.74074075
985,2023-04-29 02:23:46.588349,Puck Line,COL Avalanche,+115,2.15
986,2023-04-29 02:23:46.588349,Total,Over,+100,2.0
987,2023-04-29 02:23:46.588349,Total,Under,-120,1.83333334
988,2023-04-29 02:23:46.588349,Moneyline,SEA Kraken,+180,2.8
989,2023-04-29 02:23:46.588349,Moneyline,COL Avalanche,-210,1.47619048
990,2023-04-29 02:24:43.918137,Puck Line,NJ Devils,-230,1.43478261
991,2023-04-29 02:24:43.918137,Puck Line,NY Rangers,+195,2.95
992,2023-04-29 02:24:43.918137,Total,Over,+100,2.0
993,2023-04-29 02:24:43.918137,Total,Under,-120,1.83333334
994,2023-04-29 02:24:43.918137,Moneyline,NJ Devils,+105,2.05
995,2023-04-29 02:24:43.918137,Moneyline,NY Rangers,-125,1.8
996,2023-04-29 02:24:43.918137,Puck Line,TOR Maple Leafs,-260,1.38461539
997,2023-04-29 02:24:43.918137,Puck Line,TB Lightning,+220,3.2
998,2023-04-29 02:24:43.918137,Total,Over,-110,1.90909091
999,2023-04-29 02:24:43.918137,Total,Under,-110,1.90909091
1000,2023-04-29 02:24:43.918137,Moneyline,TOR Maple Leafs,-110,1.90909091
1001,2023-04-29 02:24:43.918137,Moneyline,TB Lightning,-110,1.90909091
1002,2023-04-29 02:24:43.918137,Puck Line,EDM Oilers,+140,2.4
1003,2023-04-29 02:24:43.918137,Puck Line,LA Kings,-165,1.60606061
1004,2023-04-29 02:24:43.918137,Total,Over,-130,1.76923077
1005,2023-04-29 02:24:43.918137,Total,Under,+110,2.1
1006,2023-04-29 02:24:43.918137,Moneyline,EDM Oilers,-170,1.5882353
1007,2023-04-29 02:24:43.918137,Moneyline,LA Kings,+145,2.45
1008,2023-04-29 02:24:43.918137,Puck Line,FLA Panthers,-125,1.8
1009,2023-04-29 02:24:43.918137,Puck Line,BOS Bruins,+105,2.05
1010,2023-04-29 02:24:43.918137,Total,Over,-120,1.83333334
1011,2023-04-29 02:24:43.918137,Total,Under,+100,2.0
1012,2023-04-29 02:24:43.918137,Moneyline,FLA Panthers,+195,2.95
1013,2023-04-29 02:24:43.918137,Moneyline,BOS Bruins,-230,1.43478261
1014,2023-04-29 02:24:43.918137,Puck Line,SEA Kraken,-135,1.74074075
1015,2023-04-29 02:24:43.918137,Puck Line,COL Avalanche,+115,2.15
1016,2023-04-29 02:24:43.918137,Total,Over,+100,2.0
1017,2023-04-29 02:24:43.918137,Total,Under,-120,1.83333334
1018,2023-04-29 02:24:43.918137,Moneyline,SEA Kraken,+180,2.8
1019,2023-04-29 02:24:43.918137,Moneyline,COL Avalanche,-210,1.47619048
1020,2023-04-29 02:25:43.264196,Puck Line,NJ Devils,-230,1.43478261
1021,2023-04-29 02:25:43.264196,Puck Line,NY Rangers,+195,2.95
1022,2023-04-29 02:25:43.264196,Total,Over,+100,2.0
1023,2023-04-29 02:25:43.264196,Total,Under,-120,1.83333334
1024,2023-04-29 02:25:43.264196,Moneyline,NJ Devils,+105,2.05
1025,2023-04-29 02:25:43.264196,Moneyline,NY Rangers,-125,1.8
1026,2023-04-29 02:25:43.264196,Puck Line,TOR Maple Leafs,-260,1.38461539
1027,2023-04-29 02:25:43.264196,Puck Line,TB Lightning,+220,3.2
1028,2023-04-29 02:25:43.264196,Total,Over,-110,1.90909091
1029,2023-04-29 02:25:43.264196,Total,Under,-110,1.90909091
1030,2023-04-29 02:25:43.264196,Moneyline,TOR Maple Leafs,-110,1.90909091
1031,2023-04-29 02:25:43.264196,Moneyline,TB Lightning,-110,1.90909091
1032,2023-04-29 02:25:43.264196,Puck Line,EDM Oilers,+140,2.4
1033,2023-04-29 02:25:43.264196,Puck Line,LA Kings,-165,1.60606061
1034,2023-04-29 02:25:43.264196,Total,Over,-130,1.76923077
1035,2023-04-29 02:25:43.264196,Total,Under,+110,2.1
1036,2023-04-29 02:25:43.264196,Moneyline,EDM Oilers,-170,1.5882353
1037,2023-04-29 02:25:43.264196,Moneyline,LA Kings,+145,2.45
1038,2023-04-29 02:25:43.264196,Puck Line,FLA Panthers,-125,1.8
1039,2023-04-29 02:25:43.264196,Puck Line,BOS Bruins,+105,2.05
1040,2023-04-29 02:25:43.264196,Total,Over,-120,1.83333334
1041,2023-04-29 02:25:43.264196,Total,Under,+100,2.0
1042,2023-04-29 02:25:43.264196,Moneyline,FLA Panthers,+195,2.95
1043,2023-04-29 02:25:43.264196,Moneyline,BOS Bruins,-230,1.43478261
1044,2023-04-29 02:25:43.264196,Puck Line,SEA Kraken,-135,1.74074075
1045,2023-04-29 02:25:43.264196,Puck Line,COL Avalanche,+115,2.15
1046,2023-04-29 02:25:43.264196,Total,Over,+100,2.0
1047,2023-04-29 02:25:43.264196,Total,Under,-120,1.83333334
1048,2023-04-29 02:25:43.264196,Moneyline,SEA Kraken,+180,2.8
1049,2023-04-29 02:25:43.264196,Moneyline,COL Avalanche,-210,1.47619048
1050,2023-04-29 02:26:35.663917,Puck Line,NJ Devils,-230,1.43478261
1051,2023-04-29 02:26:35.663917,Puck Line,NY Rangers,+195,2.95
1052,2023-04-29 02:26:35.663917,Total,Over,+100,2.0
1053,2023-04-29 02:26:35.663917,Total,Under,-120,1.83333334
1054,2023-04-29 02:26:35.663917,Moneyline,NJ Devils,+105,2.05
1055,2023-04-29 02:26:35.663917,Moneyline,NY Rangers,-125,1.8
1056,2023-04-29 02:26:35.663917,Puck Line,TOR Maple Leafs,-260,1.38461539
1057,2023-04-29 02:26:35.663917,Puck Line,TB Lightning,+220,3.2
1058,2023-04-29 02:26:35.663917,Total,Over,-110,1.90909091
1059,2023-04-29 02:26:35.663917,Total,Under,-110,1.90909091
1060,2023-04-29 02:26:35.663917,Moneyline,TOR Maple Leafs,-110,1.90909091
1061,2023-04-29 02:26:35.663917,Moneyline,TB Lightning,-110,1.90909091
1062,2023-04-29 02:26:35.663917,Puck Line,EDM Oilers,+140,2.4
1063,2023-04-29 02:26:35.663917,Puck Line,LA Kings,-165,1.60606061
1064,2023-04-29 02:26:35.663917,Total,Over,-130,1.76923077
1065,2023-04-29 02:26:35.663917,Total,Under,+110,2.1
1066,2023-04-29 02:26:35.663917,Moneyline,EDM Oilers,-170,1.5882353
1067,2023-04-29 02:26:35.663917,Moneyline,LA Kings,+145,2.45
1068,2023-04-29 02:26:35.663917,Puck Line,FLA Panthers,-125,1.8
1069,2023-04-29 02:26:35.663917,Puck Line,BOS Bruins,+105,2.05
1070,2023-04-29 02:26:35.663917,Total,Over,-120,1.83333334
1071,2023-04-29 02:26:35.663917,Total,Under,+100,2.0
1072,2023-04-29 02:26:35.663917,Moneyline,FLA Panthers,+195,2.95
1073,2023-04-29 02:26:35.663917,Moneyline,BOS Bruins,-230,1.43478261
1074,2023-04-29 02:26:35.663917,Puck Line,SEA Kraken,-135,1.74074075
1075,2023-04-29 02:26:35.663917,Puck Line,COL Avalanche,+115,2.15
1076,2023-04-29 02:26:35.663917,Total,Over,+100,2.0
1077,2023-04-29 02:26:35.663917,Total,Under,-120,1.83333334
1078,2023-04-29 02:26:35.663917,Moneyline,SEA Kraken,+180,2.8
1079,2023-04-29 02:26:35.663917,Moneyline,COL Avalanche,-210,1.47619048
1080,2023-04-29 02:27:31.018191,Puck Line,NJ Devils,-230,1.43478261
1081,2023-04-29 02:27:31.018191,Puck Line,NY Rangers,+195,2.95
1082,2023-04-29 02:27:31.018191,Total,Over,+100,2.0
1083,2023-04-29 02:27:31.018191,Total,Under,-120,1.83333334
1084,2023-04-29 02:27:31.018191,Moneyline,NJ Devils,+105,2.05
1085,2023-04-29 02:27:31.018191,Moneyline,NY Rangers,-125,1.8
1086,2023-04-29 02:27:31.018191,Puck Line,TOR Maple Leafs,-260,1.38461539
1087,2023-04-29 02:27:31.018191,Puck Line,TB Lightning,+220,3.2
1088,2023-04-29 02:27:31.018191,Total,Over,-110,1.90909091
1089,2023-04-29 02:27:31.018191,Total,Under,-110,1.90909091
1090,2023-04-29 02:27:31.018191,Moneyline,TOR Maple Leafs,-110,1.90909091
1091,2023-04-29 02:27:31.018191,Moneyline,TB Lightning,-110,1.90909091
1092,2023-04-29 02:27:31.018191,Puck Line,EDM Oilers,+140,2.4
1093,2023-04-29 02:27:31.018191,Puck Line,LA Kings,-165,1.60606061
1094,2023-04-29 02:27:31.018191,Total,Over,-130,1.76923077
1095,2023-04-29 02:27:31.018191,Total,Under,+110,2.1
1096,2023-04-29 02:27:31.018191,Moneyline,EDM Oilers,-170,1.5882353
1097,2023-04-29 02:27:31.018191,Moneyline,LA Kings,+145,2.45
1098,2023-04-29 02:27:31.018191,Puck Line,FLA Panthers,-125,1.8
1099,2023-04-29 02:27:31.018191,Puck Line,BOS Bruins,+105,2.05
1100,2023-04-29 02:27:31.018191,Total,Over,-120,1.83333334
1101,2023-04-29 02:27:31.018191,Total,Under,+100,2.0
1102,2023-04-29 02:27:31.018191,Moneyline,FLA Panthers,+195,2.95
1103,2023-04-29 02:27:31.018191,Moneyline,BOS Bruins,-230,1.43478261
1104,2023-04-29 02:27:31.018191,Puck Line,SEA Kraken,-135,1.74074075
1105,2023-04-29 02:27:31.018191,Puck Line,COL Avalanche,+115,2.15
1106,2023-04-29 02:27:31.018191,Total,Over,+100,2.0
1107,2023-04-29 02:27:31.018191,Total,Under,-120,1.83333334
1108,2023-04-29 02:27:31.018191,Moneyline,SEA Kraken,+180,2.8
1109,2023-04-29 02:27:31.018191,Moneyline,COL Avalanche,-210,1.47619048
1110,2023-04-29 02:28:29.313306,Puck Line,NJ Devils,-230,1.43478261
1111,2023-04-29 02:28:29.313306,Puck Line,NY Rangers,+195,2.95
1112,2023-04-29 02:28:29.313306,Total,Over,+100,2.0
1113,2023-04-29 02:28:29.313306,Total,Under,-120,1.83333334
1114,2023-04-29 02:28:29.313306,Moneyline,NJ Devils,+105,2.05
1115,2023-04-29 02:28:29.313306,Moneyline,NY Rangers,-125,1.8
1116,2023-04-29 02:28:29.313306,Puck Line,TOR Maple Leafs,-260,1.38461539
1117,2023-04-29 02:28:29.313306,Puck Line,TB Lightning,+220,3.2
1118,2023-04-29 02:28:29.313306,Total,Over,-110,1.90909091
1119,2023-04-29 02:28:29.313306,Total,Under,-110,1.90909091
1120,2023-04-29 02:28:29.313306,Moneyline,TOR Maple Leafs,-110,1.90909091
1121,2023-04-29 02:28:29.313306,Moneyline,TB Lightning,-110,1.90909091
1122,2023-04-29 02:28:29.313306,Puck Line,EDM Oilers,+140,2.4
1123,2023-04-29 02:28:29.313306,Puck Line,LA Kings,-165,1.60606061
1124,2023-04-29 02:28:29.313306,Total,Over,-130,1.76923077
1125,2023-04-29 02:28:29.313306,Total,Under,+110,2.1
1126,2023-04-29 02:28:29.313306,Moneyline,EDM Oilers,-170,1.5882353
1127,2023-04-29 02:28:29.313306,Moneyline,LA Kings,+145,2.45
1128,2023-04-29 02:28:29.313306,Puck Line,FLA Panthers,-125,1.8
1129,2023-04-29 02:28:29.313306,Puck Line,BOS Bruins,+105,2.05
1130,2023-04-29 02:28:29.313306,Total,Over,-120,1.83333334
1131,2023-04-29 02:28:29.313306,Total,Under,+100,2.0
1132,2023-04-29 02:28:29.313306,Moneyline,FLA Panthers,+195,2.95
1133,2023-04-29 02:28:29.313306,Moneyline,BOS Bruins,-230,1.43478261
1134,2023-04-29 02:28:29.313306,Puck Line,SEA Kraken,-135,1.74074075
1135,2023-04-29 02:28:29.313306,Puck Line,COL Avalanche,+115,2.15
1136,2023-04-29 02:28:29.313306,Total,Over,+100,2.0
1137,2023-04-29 02:28:29.313306,Total,Under,-120,1.83333334
1138,2023-04-29 02:28:29.313306,Moneyline,SEA Kraken,+180,2.8
1139,2023-04-29 02:28:29.313306,Moneyline,COL Avalanche,-210,1.47619048
1140,2023-04-29 02:29:18.603524,Puck Line,NJ Devils,-230,1.43478261
1141,2023-04-29 02:29:18.603524,Puck Line,NY Rangers,+195,2.95
