,time,bettype,target,line,decimalodds
375,2023-04-29 00:13:46.458852,Total,Under,-160,1.625
376,2023-04-29 00:13:46.458852,Moneyline,COL Avalanche,-2500,1.04
377,2023-04-29 00:13:46.458852,Moneyline,SEA Kraken,+1100,12.0
378,2023-04-29 00:13:46.458852,Puck Line,NJ Devils,-230,1.43478261
379,2023-04-29 00:13:46.458852,Puck Line,NY Rangers,+195,2.95
380,2023-04-29 00:13:46.458852,Total,Over,+100,2.0
381,2023-04-29 00:13:46.458852,Total,Under,-120,1.83333334
382,2023-04-29 00:13:46.458852,Moneyline,NJ Devils,+105,2.05
383,2023-04-29 00:13:46.458852,Moneyline,NY Rangers,-125,1.8
384,2023-04-29 00:13:46.458852,Puck Line,TOR Maple Leafs,-260,1.38461539
385,2023-04-29 00:13:46.458852,Puck Line,TB Lightning,+220,3.2
386,2023-04-29 00:13:46.458852,Total,Over,-110,1.90909091
387,2023-04-29 00:13:46.458852,Total,Under,-110,1.90909091
388,2023-04-29 00:13:46.458852,Moneyline,TOR Maple Leafs,-110,1.90909091
389,2023-04-29 00:13:46.458852,Moneyline,TB Lightning,-110,1.90909091
390,2023-04-29 00:13:46.458852,Puck Line,EDM Oilers,+140,2.4
391,2023-04-29 00:13:46.458852,Puck Line,LA Kings,-165,1.60606061
392,2023-04-29 00:13:46.458852,Total,Over,-130,1.76923077
393,2023-04-29 00:13:46.458852,Total,Under,+110,2.1
394,2023-04-29 00:13:46.458852,Moneyline,EDM Oilers,-170,1.5882353
395,2023-04-29 00:13:46.458852,Moneyline,LA Kings,+145,2.45
396,2023-04-29 00:13:46.458852,Puck Line,FLA Panthers,-125,1.8
397,2023-04-29 00:13:46.458852,Puck Line,BOS Bruins,+105,2.05
398,2023-04-29 00:13:46.458852,Total,Over,-120,1.83333334
399,2023-04-29 00:13:46.458852,Total,Under,+100,2.0
400,2023-04-29 00:13:46.458852,Moneyline,FLA Panthers,+195,2.95
401,2023-04-29 00:13:46.458852,Moneyline,BOS Bruins,-230,1.43478261
402,2023-04-29 00:14:36.733444,Puck Line,COL Avalanche,-130,1.76923077
403,2023-04-29 00:14:36.733444,Puck Line,SEA Kraken,+100,2.0
404,2023-04-29 00:14:36.733444,Total,Over,+135,2.35
405,2023-04-29 00:14:36.733444,Total,Under,-165,1.60606061
406,2023-04-29 00:14:36.733444,Moneyline,COL Avalanche,-2500,1.04
407,2023-04-29 00:14:36.733444,Moneyline,SEA Kraken,+1100,12.0
408,2023-04-29 00:14:36.733444,Puck Line,NJ Devils,-230,1.43478261
409,2023-04-29 00:14:36.733444,Puck Line,NY Rangers,+195,2.95
410,2023-04-29 00:14:36.733444,Total,Over,+100,2.0
411,2023-04-29 00:14:36.733444,Total,Under,-120,1.83333334
412,2023-04-29 00:14:36.733444,Moneyline,NJ Devils,+105,2.05
413,2023-04-29 00:14:36.733444,Moneyline,NY Rangers,-125,1.8
414,2023-04-29 00:14:36.733444,Puck Line,TOR Maple Leafs,-260,1.38461539
415,2023-04-29 00:14:36.733444,Puck Line,TB Lightning,+220,3.2
416,2023-04-29 00:14:36.733444,Total,Over,-110,1.90909091
417,2023-04-29 00:14:36.733444,Total,Under,-110,1.90909091
418,2023-04-29 00:14:36.733444,Moneyline,TOR Maple Leafs,-110,1.90909091
419,2023-04-29 00:14:36.733444,Moneyline,TB Lightning,-110,1.90909091
420,2023-04-29 00:14:36.733444,Puck Line,EDM Oilers,+140,2.4
421,2023-04-29 00:14:36.733444,Puck Line,LA Kings,-165,1.60606061
422,2023-04-29 00:14:36.733444,Total,Over,-130,1.76923077
423,2023-04-29 00:14:36.733444,Total,Under,+110,2.1
424,2023-04-29 00:14:36.733444,Moneyline,EDM Oilers,-170,1.5882353
425,2023-04-29 00:14:36.733444,Moneyline,LA Kings,+145,2.45
426,2023-04-29 00:14:36.733444,Puck Line,FLA Panthers,-125,1.8
427,2023-04-29 00:14:36.733444,Puck Line,BOS Bruins,+105,2.05
428,2023-04-29 00:14:36.733444,Total,Over,-120,1.83333334
429,2023-04-29 00:14:36.733444,Total,Under,+100,2.0
430,2023-04-29 00:14:36.733444,Moneyline,FLA Panthers,+195,2.95
431,2023-04-29 00:14:36.733444,Moneyline,BOS Bruins,-230,1.43478261
432,2023-04-29 00:15:25.980266,Puck Line,COL Avalanche,-120,1.83333334
433,2023-04-29 00:15:25.980266,Puck Line,SEA Kraken,-110,1.90909091
434,2023-04-29 00:15:25.980266,Total,Over,+130,2.3
435,2023-04-29 00:15:25.980266,Total,Under,-160,1.625
436,2023-04-29 00:15:25.980266,Moneyline,COL Avalanche,-2500,1.04
437,2023-04-29 00:15:25.980266,Moneyline,SEA Kraken,+1100,12.0
438,2023-04-29 00:15:25.980266,Puck Line,NJ Devils,-230,1.43478261
439,2023-04-29 00:15:25.980266,Puck Line,NY Rangers,+195,2.95
440,2023-04-29 00:15:25.980266,Total,Over,+100,2.0
441,2023-04-29 00:15:25.980266,Total,Under,-120,1.83333334
442,2023-04-29 00:15:25.980266,Moneyline,NJ Devils,+105,2.05
443,2023-04-29 00:15:25.980266,Moneyline,NY Rangers,-125,1.8
444,2023-04-29 00:15:25.980266,Puck Line,TOR Maple Leafs,-260,1.38461539
445,2023-04-29 00:15:25.980266,Puck Line,TB Lightning,+220,3.2
446,2023-04-29 00:15:25.980266,Total,Over,-110,1.90909091
447,2023-04-29 00:15:25.980266,Total,Under,-110,1.90909091
448,2023-04-29 00:15:25.980266,Moneyline,TOR Maple Leafs,-110,1.90909091
449,2023-04-29 00:15:25.980266,Moneyline,TB Lightning,-110,1.90909091
450,2023-04-29 00:15:25.980266,Puck Line,EDM Oilers,+140,2.4
451,2023-04-29 00:15:25.980266,Puck Line,LA Kings,-165,1.60606061
452,2023-04-29 00:15:25.980266,Total,Over,-130,1.76923077
453,2023-04-29 00:15:25.980266,Total,Under,+110,2.1
454,2023-04-29 00:15:25.980266,Moneyline,EDM Oilers,-170,1.5882353
455,2023-04-29 00:15:25.980266,Moneyline,LA Kings,+145,2.45
456,2023-04-29 00:15:25.980266,Puck Line,FLA Panthers,-125,1.8
457,2023-04-29 00:15:25.980266,Puck Line,BOS Bruins,+105,2.05
458,2023-04-29 00:15:25.980266,Total,Over,-120,1.83333334
459,2023-04-29 00:15:25.980266,Total,Under,+100,2.0
460,2023-04-29 00:15:25.980266,Moneyline,FLA Panthers,+195,2.95
461,2023-04-29 00:15:25.980266,Moneyline,BOS Bruins,-230,1.43478261
462,2023-04-29 00:16:21.285208,Puck Line,COL Avalanche,-125,1.8
463,2023-04-29 00:16:21.285208,Puck Line,SEA Kraken,-105,1.95238096
464,2023-04-29 00:16:21.285208,Total,Over,+140,2.4
465,2023-04-29 00:16:21.285208,Total,Under,-175,1.57142858
466,2023-04-29 00:16:21.285208,Moneyline,COL Avalanche,-2100,1.04761905
467,2023-04-29 00:16:21.285208,Moneyline,SEA Kraken,+1000,11.0
468,2023-04-29 00:16:21.285208,Puck Line,NJ Devils,-230,1.43478261
469,2023-04-29 00:16:21.285208,Puck Line,NY Rangers,+195,2.95
470,2023-04-29 00:16:21.285208,Total,Over,+100,2.0
471,2023-04-29 00:16:21.285208,Total,Under,-120,1.83333334
472,2023-04-29 00:16:21.285208,Moneyline,NJ Devils,+105,2.05
473,2023-04-29 00:16:21.285208,Moneyline,NY Rangers,-125,1.8
474,2023-04-29 00:16:21.285208,Puck Line,TOR Maple Leafs,-260,1.38461539
475,2023-04-29 00:16:21.285208,Puck Line,TB Lightning,+220,3.2
476,2023-04-29 00:16:21.285208,Total,Over,-110,1.90909091
477,2023-04-29 00:16:21.285208,Total,Under,-110,1.90909091
478,2023-04-29 00:16:21.285208,Moneyline,TOR Maple Leafs,-110,1.90909091
479,2023-04-29 00:16:21.285208,Moneyline,TB Lightning,-110,1.90909091
480,2023-04-29 00:16:21.285208,Puck Line,EDM Oilers,+140,2.4
481,2023-04-29 00:16:21.285208,Puck Line,LA Kings,-165,1.60606061
482,2023-04-29 00:16:21.285208,Total,Over,-130,1.76923077
483,2023-04-29 00:16:21.285208,Total,Under,+110,2.1
484,2023-04-29 00:16:21.285208,Moneyline,EDM Oilers,-170,1.5882353
485,2023-04-29 00:16:21.285208,Moneyline,LA Kings,+145,2.45
486,2023-04-29 00:16:21.285208,Puck Line,FLA Panthers,-125,1.8
487,2023-04-29 00:16:21.285208,Puck Line,BOS Bruins,+105,2.05
488,2023-04-29 00:16:21.285208,Total,Over,-120,1.83333334
489,2023-04-29 00:16:21.285208,Total,Under,+100,2.0
490,2023-04-29 00:16:21.285208,Moneyline,FLA Panthers,+195,2.95
491,2023-04-29 00:16:21.285208,Moneyline,BOS Bruins,-230,1.43478261
492,2023-04-29 00:17:19.579631,Puck Line,COL Avalanche,-130,1.76923077
493,2023-04-29 00:17:19.579631,Puck Line,SEA Kraken,+100,2.0
494,2023-04-29 00:17:19.579631,Total,Over,-185,1.54054055
495,2023-04-29 00:17:19.579631,Total,Under,+150,2.5
496,2023-04-29 00:17:19.579631,Moneyline,COL Avalanche,-2100,1.04761905
497,2023-04-29 00:17:19.579631,Moneyline,SEA Kraken,+1000,11.0
498,2023-04-29 00:17:19.579631,Puck Line,NJ Devils,-230,1.43478261
499,2023-04-29 00:17:19.579631,Puck Line,NY Rangers,+195,2.95
500,2023-04-29 00:17:19.579631,Total,Over,+100,2.0
501,2023-04-29 00:17:19.579631,Total,Under,-120,1.83333334
502,2023-04-29 00:17:19.579631,Moneyline,NJ Devils,+105,2.05
503,2023-04-29 00:17:19.579631,Moneyline,NY Rangers,-125,1.8
504,2023-04-29 00:17:19.579631,Puck Line,TOR Maple Leafs,-260,1.38461539
505,2023-04-29 00:17:19.579631,Puck Line,TB Lightning,+220,3.2
506,2023-04-29 00:17:19.579631,Total,Over,-110,1.90909091
507,2023-04-29 00:17:19.579631,Total,Under,-110,1.90909091
508,2023-04-29 00:17:19.579631,Moneyline,TOR Maple Leafs,-110,1.90909091
509,2023-04-29 00:17:19.579631,Moneyline,TB Lightning,-110,1.90909091
510,2023-04-29 00:17:19.579631,Puck Line,EDM Oilers,+140,2.4
511,2023-04-29 00:17:19.579631,Puck Line,LA Kings,-165,1.60606061
512,2023-04-29 00:17:19.579631,Total,Over,-130,1.76923077
513,2023-04-29 00:17:19.579631,Total,Under,+110,2.1
514,2023-04-29 00:17:19.579631,Moneyline,EDM Oilers,-170,1.5882353
515,2023-04-29 00:17:19.579631,Moneyline,LA Kings,+145,2.45
516,2023-04-29 00:17:19.579631,Puck Line,FLA Panthers,-125,1.8
517,2023-04-29 00:17:19.579631,Puck Line,BOS Bruins,+105,2.05
518,2023-04-29 00:17:19.579631,Total,Over,-120,1.83333334
519,2023-04-29 00:17:19.579631,Total,Under,+100,2.0
520,2023-04-29 00:17:19.579631,Moneyline,FLA Panthers,+195,2.95
521,2023-04-29 00:17:19.579631,Moneyline,BOS Bruins,-230,1.43478261
522,2023-04-29 00:18:18.889345,Puck Line,COL Avalanche,-140,1.71428572
523,2023-04-29 00:18:18.889345,Puck Line,SEA Kraken,+110,2.1
524,2023-04-29 00:18:18.889345,Total,Over,-180,1.55555556
525,2023-04-29 00:18:18.889345,Total,Under,+145,2.45
526,2023-04-29 00:18:18.889345,Moneyline,COL Avalanche,-2100,1.04761905
527,2023-04-29 00:18:18.889345,Moneyline,SEA Kraken,+1000,11.0
528,2023-04-29 00:18:18.889345,Puck Line,NJ Devils,-230,1.43478261
529,2023-04-29 00:18:18.889345,Puck Line,NY Rangers,+195,2.95
530,2023-04-29 00:18:18.889345,Total,Over,+100,2.0
531,2023-04-29 00:18:18.889345,Total,Under,-120,1.83333334
532,2023-04-29 00:18:18.889345,Moneyline,NJ Devils,+105,2.05
533,2023-04-29 00:18:18.889345,Moneyline,NY Rangers,-125,1.8
534,2023-04-29 00:18:18.889345,Puck Line,TOR Maple Leafs,-260,1.38461539
535,2023-04-29 00:18:18.889345,Puck Line,TB Lightning,+220,3.2
536,2023-04-29 00:18:18.889345,Total,Over,-110,1.90909091
537,2023-04-29 00:18:18.889345,Total,Under,-110,1.90909091
538,2023-04-29 00:18:18.889345,Moneyline,TOR Maple Leafs,-110,1.90909091
539,2023-04-29 00:18:18.889345,Moneyline,TB Lightning,-110,1.90909091
540,2023-04-29 00:18:18.889345,Puck Line,EDM Oilers,+140,2.4
541,2023-04-29 00:18:18.889345,Puck Line,LA Kings,-165,1.60606061
542,2023-04-29 00:18:18.889345,Total,Over,-130,1.76923077
543,2023-04-29 00:18:18.889345,Total,Under,+110,2.1
544,2023-04-29 00:18:18.889345,Moneyline,EDM Oilers,-170,1.5882353
545,2023-04-29 00:18:18.889345,Moneyline,LA Kings,+145,2.45
546,2023-04-29 00:18:18.889345,Puck Line,FLA Panthers,-125,1.8
547,2023-04-29 00:18:18.889345,Puck Line,BOS Bruins,+105,2.05
548,2023-04-29 00:18:18.889345,Total,Over,-120,1.83333334
549,2023-04-29 00:18:18.889345,Total,Under,+100,2.0
550,2023-04-29 00:18:18.889345,Moneyline,FLA Panthers,+195,2.95
551,2023-04-29 00:18:18.889345,Moneyline,BOS Bruins,-230,1.43478261
552,2023-04-29 00:19:14.181333,Puck Line,COL Avalanche,-145,1.68965518
553,2023-04-29 00:19:14.181333,Puck Line,SEA Kraken,+115,2.15
554,2023-04-29 00:19:14.181333,Total,Over,-175,1.57142858
555,2023-04-29 00:19:14.181333,Total,Under,+140,2.4
556,2023-04-29 00:19:14.181333,Moneyline,COL Avalanche,-4000,1.025
557,2023-04-29 00:19:14.181333,Moneyline,SEA Kraken,+1300,14.0
558,2023-04-29 00:19:14.181333,Puck Line,NJ Devils,-230,1.43478261
559,2023-04-29 00:19:14.181333,Puck Line,NY Rangers,+195,2.95
560,2023-04-29 00:19:14.181333,Total,Over,+100,2.0
561,2023-04-29 00:19:14.181333,Total,Under,-120,1.83333334
562,2023-04-29 00:19:14.181333,Moneyline,NJ Devils,+105,2.05
563,2023-04-29 00:19:14.181333,Moneyline,NY Rangers,-125,1.8
564,2023-04-29 00:19:14.181333,Puck Line,TOR Maple Leafs,-260,1.38461539
565,2023-04-29 00:19:14.181333,Puck Line,TB Lightning,+220,3.2
566,2023-04-29 00:19:14.181333,Total,Over,-110,1.90909091
567,2023-04-29 00:19:14.181333,Total,Under,-110,1.90909091
568,2023-04-29 00:19:14.181333,Moneyline,TOR Maple Leafs,-110,1.90909091
569,2023-04-29 00:19:14.181333,Moneyline,TB Lightning,-110,1.90909091
570,2023-04-29 00:19:14.181333,Puck Line,EDM Oilers,+140,2.4
571,2023-04-29 00:19:14.181333,Puck Line,LA Kings,-165,1.60606061
572,2023-04-29 00:19:14.181333,Total,Over,-130,1.76923077
573,2023-04-29 00:19:14.181333,Total,Under,+110,2.1
574,2023-04-29 00:19:14.181333,Moneyline,EDM Oilers,-170,1.5882353
575,2023-04-29 00:19:14.181333,Moneyline,LA Kings,+145,2.45
576,2023-04-29 00:19:14.181333,Puck Line,FLA Panthers,-125,1.8
577,2023-04-29 00:19:14.181333,Puck Line,BOS Bruins,+105,2.05
578,2023-04-29 00:19:14.181333,Total,Over,-120,1.83333334
579,2023-04-29 00:19:14.181333,Total,Under,+100,2.0
580,2023-04-29 00:19:14.181333,Moneyline,FLA Panthers,+195,2.95
581,2023-04-29 00:19:14.181333,Moneyline,BOS Bruins,-230,1.43478261
582,2023-04-29 00:20:06.491640,Puck Line,COL Avalanche,-145,1.68965518
583,2023-04-29 00:20:06.491640,Puck Line,SEA Kraken,+115,2.15
584,2023-04-29 00:20:06.491640,Total,Over,-155,1.6451613
585,2023-04-29 00:20:06.491640,Total,Under,+125,2.25
586,2023-04-29 00:20:06.491640,Moneyline,COL Avalanche,-5000,1.02
587,2023-04-29 00:20:06.491640,Moneyline,SEA Kraken,+1400,15.0
588,2023-04-29 00:20:06.491640,Puck Line,NJ Devils,-230,1.43478261
589,2023-04-29 00:20:06.491640,Puck Line,NY Rangers,+195,2.95
590,2023-04-29 00:20:06.491640,Total,Over,+100,2.0
591,2023-04-29 00:20:06.491640,Total,Under,-120,1.83333334
592,2023-04-29 00:20:06.491640,Moneyline,NJ Devils,+105,2.05
593,2023-04-29 00:20:06.491640,Moneyline,NY Rangers,-125,1.8
594,2023-04-29 00:20:06.491640,Puck Line,TOR Maple Leafs,-260,1.38461539
595,2023-04-29 00:20:06.491640,Puck Line,TB Lightning,+220,3.2
596,2023-04-29 00:20:06.491640,Total,Over,-110,1.90909091
597,2023-04-29 00:20:06.491640,Total,Under,-110,1.90909091
598,2023-04-29 00:20:06.491640,Moneyline,TOR Maple Leafs,-110,1.90909091
599,2023-04-29 00:20:06.491640,Moneyline,TB Lightning,-110,1.90909091
600,2023-04-29 00:20:06.491640,Puck Line,EDM Oilers,+140,2.4
601,2023-04-29 00:20:06.491640,Puck Line,LA Kings,-165,1.60606061
602,2023-04-29 00:20:06.491640,Total,Over,-130,1.76923077
603,2023-04-29 00:20:06.491640,Total,Under,+110,2.1
604,2023-04-29 00:20:06.491640,Moneyline,EDM Oilers,-170,1.5882353
605,2023-04-29 00:20:06.491640,Moneyline,LA Kings,+145,2.45
606,2023-04-29 00:20:06.491640,Puck Line,FLA Panthers,-125,1.8
607,2023-04-29 00:20:06.491640,Puck Line,BOS Bruins,+105,2.05
608,2023-04-29 00:20:06.491640,Total,Over,-120,1.83333334
609,2023-04-29 00:20:06.491640,Total,Under,+100,2.0
610,2023-04-29 00:20:06.491640,Moneyline,FLA Panthers,+195,2.95
611,2023-04-29 00:20:06.491640,Moneyline,BOS Bruins,-230,1.43478261
612,2023-04-29 00:21:02.779732,Puck Line,COL Avalanche,-145,1.68965518
613,2023-04-29 00:21:02.779732,Puck Line,SEA Kraken,+115,2.15
614,2023-04-29 00:21:02.779732,Total,Over,-150,1.66666667
615,2023-04-29 00:21:02.779732,Total,Under,+120,2.2
616,2023-04-29 00:21:02.779732,Moneyline,COL Avalanche,-3000,1.03333334
617,2023-04-29 00:21:02.779732,Moneyline,SEA Kraken,+1200,13.0
618,2023-04-29 00:21:02.779732,Puck Line,NJ Devils,-230,1.43478261
619,2023-04-29 00:21:02.779732,Puck Line,NY Rangers,+195,2.95
620,2023-04-29 00:21:02.779732,Total,Over,+100,2.0
621,2023-04-29 00:21:02.779732,Total,Under,-120,1.83333334
622,2023-04-29 00:21:02.779732,Moneyline,NJ Devils,+105,2.05
623,2023-04-29 00:21:02.779732,Moneyline,NY Rangers,-125,1.8
624,2023-04-29 00:21:02.779732,Puck Line,TOR Maple Leafs,-260,1.38461539
625,2023-04-29 00:21:02.779732,Puck Line,TB Lightning,+220,3.2
626,2023-04-29 00:21:02.779732,Total,Over,-110,1.90909091
627,2023-04-29 00:21:02.779732,Total,Under,-110,1.90909091
628,2023-04-29 00:21:02.779732,Moneyline,TOR Maple Leafs,-110,1.90909091
629,2023-04-29 00:21:02.779732,Moneyline,TB Lightning,-110,1.90909091
630,2023-04-29 00:21:02.779732,Puck Line,EDM Oilers,+140,2.4
631,2023-04-29 00:21:02.779732,Puck Line,LA Kings,-165,1.60606061
632,2023-04-29 00:21:02.779732,Total,Over,-130,1.76923077
633,2023-04-29 00:21:02.779732,Total,Under,+110,2.1
634,2023-04-29 00:21:02.779732,Moneyline,EDM Oilers,-170,1.5882353
635,2023-04-29 00:21:02.779732,Moneyline,LA Kings,+145,2.45
636,2023-04-29 00:21:02.779732,Puck Line,FLA Panthers,-125,1.8
637,2023-04-29 00:21:02.779732,Puck Line,BOS Bruins,+105,2.05
638,2023-04-29 00:21:02.779732,Total,Over,-120,1.83333334
639,2023-04-29 00:21:02.779732,Total,Under,+100,2.0
640,2023-04-29 00:21:02.779732,Moneyline,FLA Panthers,+195,2.95
641,2023-04-29 00:21:02.779732,Moneyline,BOS Bruins,-230,1.43478261
642,2023-04-29 00:22:00.048469,Puck Line,COL Avalanche,-145,1.68965518
643,2023-04-29 00:22:00.048469,Puck Line,SEA Kraken,+115,2.15
644,2023-04-29 00:22:00.048469,Total,Over,-135,1.74074075
645,2023-04-29 00:22:00.048469,Total,Under,+105,2.05
646,2023-04-29 00:22:00.048469,Moneyline,COL Avalanche,-5000,1.02
647,2023-04-29 00:22:00.048469,Moneyline,SEA Kraken,+1400,15.0
648,2023-04-29 00:22:00.048469,Puck Line,NJ Devils,-230,1.43478261
649,2023-04-29 00:22:00.048469,Puck Line,NY Rangers,+195,2.95
650,2023-04-29 00:22:00.048469,Total,Over,+100,2.0
651,2023-04-29 00:22:00.048469,Total,Under,-120,1.83333334
652,2023-04-29 00:22:00.048469,Moneyline,NJ Devils,+105,2.05
653,2023-04-29 00:22:00.048469,Moneyline,NY Rangers,-125,1.8
654,2023-04-29 00:22:00.048469,Puck Line,TOR Maple Leafs,-260,1.38461539
655,2023-04-29 00:22:00.048469,Puck Line,TB Lightning,+220,3.2
656,2023-04-29 00:22:00.048469,Total,Over,-110,1.90909091
657,2023-04-29 00:22:00.048469,Total,Under,-110,1.90909091
658,2023-04-29 00:22:00.048469,Moneyline,TOR Maple Leafs,-110,1.90909091
659,2023-04-29 00:22:00.048469,Moneyline,TB Lightning,-110,1.90909091
660,2023-04-29 00:22:00.048469,Puck Line,EDM Oilers,+140,2.4
661,2023-04-29 00:22:00.048469,Puck Line,LA Kings,-165,1.60606061
662,2023-04-29 00:22:00.048469,Total,Over,-130,1.76923077
663,2023-04-29 00:22:00.048469,Total,Under,+110,2.1
664,2023-04-29 00:22:00.048469,Moneyline,EDM Oilers,-170,1.5882353
665,2023-04-29 00:22:00.048469,Moneyline,LA Kings,+145,2.45
666,2023-04-29 00:22:00.048469,Puck Line,FLA Panthers,-125,1.8
667,2023-04-29 00:22:00.048469,Puck Line,BOS Bruins,+105,2.05
668,2023-04-29 00:22:00.048469,Total,Over,-120,1.83333334
669,2023-04-29 00:22:00.048469,Total,Under,+100,2.0
670,2023-04-29 00:22:00.048469,Moneyline,FLA Panthers,+195,2.95
671,2023-04-29 00:22:00.048469,Moneyline,BOS Bruins,-230,1.43478261
672,2023-04-29 00:22:58.315489,Puck Line,COL Avalanche,-145,1.68965518
673,2023-04-29 00:22:58.315489,Puck Line,SEA Kraken,+115,2.15
674,2023-04-29 00:22:58.315489,Total,Over,-135,1.74074075
675,2023-04-29 00:22:58.315489,Total,Under,+105,2.05
676,2023-04-29 00:22:58.315489,Moneyline,COL Avalanche,-3000,1.03333334
677,2023-04-29 00:22:58.315489,Moneyline,SEA Kraken,+1200,13.0
678,2023-04-29 00:22:58.315489,Puck Line,NJ Devils,-230,1.43478261
679,2023-04-29 00:22:58.315489,Puck Line,NY Rangers,+195,2.95
680,2023-04-29 00:22:58.315489,Total,Over,+100,2.0
681,2023-04-29 00:22:58.315489,Total,Under,-120,1.83333334
682,2023-04-29 00:22:58.315489,Moneyline,NJ Devils,+105,2.05
683,2023-04-29 00:22:58.315489,Moneyline,NY Rangers,-125,1.8
684,2023-04-29 00:22:58.315489,Puck Line,TOR Maple Leafs,-260,1.38461539
685,2023-04-29 00:22:58.315489,Puck Line,TB Lightning,+220,3.2
686,2023-04-29 00:22:58.315489,Total,Over,-110,1.90909091
687,2023-04-29 00:22:58.315489,Total,Under,-110,1.90909091
688,2023-04-29 00:22:58.315489,Moneyline,TOR Maple Leafs,-110,1.90909091
689,2023-04-29 00:22:58.315489,Moneyline,TB Lightning,-110,1.90909091
690,2023-04-29 00:22:58.315489,Puck Line,EDM Oilers,+140,2.4
691,2023-04-29 00:22:58.315489,Puck Line,LA Kings,-165,1.60606061
692,2023-04-29 00:22:58.315489,Total,Over,-130,1.76923077
693,2023-04-29 00:22:58.315489,Total,Under,+110,2.1
694,2023-04-29 00:22:58.315489,Moneyline,EDM Oilers,-170,1.5882353
695,2023-04-29 00:22:58.315489,Moneyline,LA Kings,+145,2.45
696,2023-04-29 00:22:58.315489,Puck Line,FLA Panthers,-125,1.8
697,2023-04-29 00:22:58.315489,Puck Line,BOS Bruins,+105,2.05
698,2023-04-29 00:22:58.315489,Total,Over,-120,1.83333334
699,2023-04-29 00:22:58.315489,Total,Under,+100,2.0
700,2023-04-29 00:22:58.315489,Moneyline,FLA Panthers,+195,2.95
701,2023-04-29 00:22:58.315489,Moneyline,BOS Bruins,-230,1.43478261
702,2023-04-29 00:23:53.579428,Puck Line,COL Avalanche,-145,1.68965518
703,2023-04-29 00:23:53.579428,Puck Line,SEA Kraken,+115,2.15
704,2023-04-29 00:23:53.579428,Total,Over,-135,1.74074075
705,2023-04-29 00:23:53.579428,Total,Under,+105,2.05
706,2023-04-29 00:23:53.579428,Moneyline,COL Avalanche,-3000,1.03333334
707,2023-04-29 00:23:53.579428,Moneyline,SEA Kraken,+1200,13.0
708,2023-04-29 00:23:53.579428,Puck Line,NJ Devils,-230,1.43478261
709,2023-04-29 00:23:53.579428,Puck Line,NY Rangers,+195,2.95
710,2023-04-29 00:23:53.579428,Total,Over,+100,2.0
711,2023-04-29 00:23:53.579428,Total,Under,-120,1.83333334
712,2023-04-29 00:23:53.579428,Moneyline,NJ Devils,+105,2.05
713,2023-04-29 00:23:53.579428,Moneyline,NY Rangers,-125,1.8
714,2023-04-29 00:23:53.579428,Puck Line,TOR Maple Leafs,-260,1.38461539
